,resnum,native_ss,pre_ss,native_rsa,pre_rsa,Target
126,153,1,1,0.0,0,T1026
127,154,1,1,3.8,0,T1026
128,155,1,1,9.2,10,T1026
129,156,1,2,0.0,15,T1026
130,157,2,0,10.5,25,T1026
131,158,2,0,35.3,40,T1026
132,159,2,0,30.9,20,T1026
133,160,1,0,0.6,0,T1026
134,161,1,0,27.9,35,T1026
135,162,1,1,3.2,20,T1026
136,163,2,1,44.8,0,T1026
137,164,2,0,2.8,5,T1026
138,165,1,0,42.3,30,T1026
139,166,1,0,2.2,10,T1026
140,167,1,1,36.1,25,T1026
141,168,1,1,0.0,5,T1026
142,169,1,1,17.0,15,T1026
143,170,1,1,0.1,25,T1026
144,171,2,1,15.4,50,T1026
145,172,2,2,56.0,70,T1026
0,1,2,2,111.6,85,T1027
1,2,2,2,45.4,60,T1027
2,3,2,2,87.3,55,T1027
3,4,2,2,96.3,55,T1027
4,5,2,2,84.8,45,T1027
5,6,2,2,44.0,30,T1027
6,7,2,2,16.6,50,T1027
7,8,2,2,73.9,30,T1027
8,9,2,2,10.8,0,T1027
9,10,2,1,15.9,25,T1027
10,11,0,1,0.0,0,T1027
11,12,0,1,0.4,0,T1027
12,13,0,1,20.8,0,T1027
13,14,0,1,8.1,0,T1027
14,15,0,1,0.3,0,T1027
15,16,0,2,8.3,15,T1027
16,17,0,2,29.1,15,T1027
17,18,0,2,22.4,20,T1027
18,19,2,2,19.4,20,T1027
19,20,2,2,83.2,30,T1027
20,21,2,2,52.9,30,T1027
21,22,2,2,88.6,40,T1027
22,23,0,2,27.3,25,T1027
23,24,0,2,56.3,25,T1027
24,25,0,2,79.5,15,T1027
25,26,0,2,37.8,50,T1027
26,27,0,2,8.6,35,T1027
27,28,0,2,88.8,35,T1027
28,29,2,2,83.1,60,T1027
29,30,2,2,27.6,30,T1027
30,31,2,2,14.1,45,T1027
31,32,2,2,88.4,40,T1027
32,33,2,2,78.2,55,T1027
33,34,2,2,38.1,60,T1027
34,35,2,2,7.6,15,T1027
35,36,2,2,6.1,25,T1027
36,37,0,0,40.9,55,T1027
37,38,0,0,31.6,50,T1027
38,39,0,0,0.0,5,T1027
39,40,0,0,5.0,0,T1027
40,41,0,0,35.8,45,T1027
41,42,0,0,30.1,40,T1027
42,43,0,0,4.3,0,T1027
43,44,0,0,5.4,35,T1027
44,45,0,0,37.2,35,T1027
45,46,0,0,35.6,40,T1027
46,47,0,0,0.5,5,T1027
47,48,0,0,54.4,55,T1027
48,49,0,0,87.9,55,T1027
49,50,0,2,50.7,30,T1027
50,51,0,2,48.1,35,T1027
51,52,2,2,16.7,10,T1027
52,53,2,2,51.0,35,T1027
53,54,0,0,47.7,35,T1027
54,55,0,0,53.6,5,T1027
55,56,0,0,0.3,0,T1027
56,57,0,0,4.5,0,T1027
57,58,0,0,24.8,15,T1027
58,59,0,0,28.2,0,T1027
59,60,0,0,8.7,0,T1027
60,61,0,0,29.3,15,T1027
61,62,0,0,54.9,40,T1027
62,63,2,0,17.1,0,T1027
63,64,2,0,38.1,45,T1027
64,65,2,2,16.5,5,T1027
65,66,2,0,5.5,25,T1027
66,67,0,0,66.2,50,T1027
67,68,0,0,69.2,50,T1027
68,69,0,0,0.9,0,T1027
69,70,0,0,46.2,40,T1027
70,71,0,0,74.7,60,T1027
71,72,0,0,60.8,20,T1027
72,73,2,2,18.3,5,T1027
73,74,2,2,72.5,35,T1027
74,75,2,2,74.7,20,T1027
75,76,2,2,26.5,30,T1027
76,77,2,2,14.1,5,T1027
77,78,2,2,60.1,25,T1027
78,79,2,2,42.2,40,T1027
79,80,2,2,25.3,20,T1027
80,81,2,2,43.7,55,T1027
81,82,2,2,30.5,45,T1027
82,83,2,2,86.3,35,T1027
83,84,2,2,72.0,55,T1027
84,85,2,2,91.2,55,T1027
85,86,2,2,89.8,25,T1027
86,87,2,2,80.2,10,T1027
87,88,2,2,89.6,35,T1027
88,89,2,2,61.8,15,T1027
89,90,2,2,98.1,15,T1027
90,91,2,2,102.8,5,T1027
91,92,2,1,54.1,15,T1027
92,93,2,1,89.5,35,T1027
93,94,2,1,89.1,0,T1027
94,95,2,1,75.6,5,T1027
95,96,2,1,20.9,0,T1027
96,97,2,1,45.5,25,T1027
97,98,1,2,8.7,0,T1027
98,99,2,2,98.6,30,T1027
99,100,2,2,69.4,50,T1027
100,101,1,2,17.6,10,T1027
101,102,2,2,70.6,40,T1027
102,103,0,2,76.2,55,T1027
103,104,0,0,0.0,5,T1027
104,105,0,0,62.2,45,T1027
105,106,0,2,85.6,50,T1027
106,107,2,2,31.4,10,T1027
107,108,2,2,66.0,40,T1027
108,109,0,2,14.8,40,T1027
109,110,0,0,44.4,10,T1027
110,111,0,0,56.6,40,T1027
111,112,0,0,3.6,40,T1027
112,113,0,0,11.9,0,T1027
113,114,0,0,47.1,10,T1027
114,115,0,0,13.5,40,T1027
115,116,0,0,4.4,30,T1027
116,117,0,0,21.9,5,T1027
117,118,0,0,70.4,45,T1027
118,119,0,0,41.4,40,T1027
119,120,2,0,12.2,5,T1027
120,121,2,0,82.2,45,T1027
121,122,2,0,65.4,50,T1027
122,123,2,2,14.1,10,T1027
123,124,2,2,44.8,35,T1027
124,125,0,0,74.2,40,T1027
125,126,0,0,48.7,50,T1027
126,127,0,0,0.1,10,T1027
127,128,0,0,32.9,10,T1027
128,129,0,0,67.7,55,T1027
129,130,0,0,16.3,45,T1027
130,131,0,0,0.0,15,T1027
131,132,0,0,17.9,30,T1027
132,133,0,2,65.8,45,T1027
133,134,2,2,13.5,10,T1027
134,135,2,2,78.9,45,T1027
135,136,2,0,23.6,5,T1027
136,137,2,0,9.8,25,T1027
137,138,0,0,81.0,50,T1027
138,139,0,0,20.1,35,T1027
139,140,0,0,0.3,0,T1027
140,141,0,0,42.1,45,T1027
141,142,0,0,29.6,60,T1027
142,143,0,0,9.4,20,T1027
143,144,2,2,5.0,10,T1027
144,145,2,0,15.0,40,T1027
145,146,2,0,80.5,60,T1027
146,147,2,0,13.0,35,T1027
147,148,2,0,6.6,5,T1027
148,149,2,0,35.8,50,T1027
149,150,2,0,75.9,50,T1027
150,151,2,0,95.3,10,T1027
151,152,2,0,35.2,30,T1027
152,153,2,0,82.3,55,T1027
153,154,2,0,80.2,50,T1027
154,155,2,0,55.3,5,T1027
155,156,2,0,94.0,40,T1027
156,157,2,0,63.8,60,T1027
157,158,2,0,66.5,45,T1027
158,159,2,0,81.6,10,T1027
159,160,2,0,97.5,40,T1027
160,161,2,0,93.1,50,T1027
161,162,2,1,80.6,5,T1027
162,163,2,1,60.2,45,T1027
163,164,2,2,55.1,35,T1027
164,165,2,2,82.4,20,T1027
165,166,2,2,97.3,45,T1027
166,167,2,2,97.4,65,T1027
167,168,2,2,117.5,90,T1027
0,1,2,2,70.9,65,T1029
1,2,2,2,60.3,50,T1029
2,3,0,2,9.9,15,T1029
3,4,0,0,62.7,50,T1029
4,5,0,0,67.2,50,T1029
5,6,2,2,58.8,5,T1029
6,7,2,2,64.4,40,T1029
7,8,2,2,83.0,50,T1029
8,9,2,2,30.7,30,T1029
9,10,2,2,48.3,50,T1029
10,11,0,2,73.9,55,T1029
11,12,0,2,43.4,50,T1029
12,13,0,2,12.3,30,T1029
13,14,0,1,47.0,0,T1029
14,15,0,1,34.4,0,T1029
15,16,0,1,2.7,0,T1029
16,17,0,1,12.9,0,T1029
17,18,0,2,61.6,0,T1029
18,19,2,2,25.7,0,T1029
19,20,2,2,31.2,10,T1029
20,21,2,2,14.3,5,T1029
21,22,2,2,85.7,30,T1029
22,23,2,2,66.6,55,T1029
23,24,2,0,53.6,30,T1029
24,25,2,2,99.4,45,T1029
25,26,2,0,42.5,40,T1029
26,27,2,0,32.0,30,T1029
27,28,0,0,74.7,55,T1029
28,29,0,0,48.0,15,T1029
29,30,0,0,7.9,0,T1029
30,31,0,0,39.8,35,T1029
31,32,0,0,74.5,25,T1029
32,33,0,0,15.1,0,T1029
33,34,0,0,6.2,0,T1029
34,35,0,0,54.0,35,T1029
35,36,0,0,14.6,5,T1029
36,37,0,0,24.8,5,T1029
37,38,0,0,77.0,45,T1029
38,39,2,2,81.3,45,T1029
39,40,2,2,55.8,40,T1029
40,41,2,2,33.8,40,T1029
41,42,1,2,21.3,5,T1029
42,43,1,2,83.7,45,T1029
43,44,1,2,36.6,25,T1029
44,45,1,1,61.9,35,T1029
45,46,1,1,43.2,20,T1029
46,47,1,1,56.8,40,T1029
47,48,2,1,10.7,5,T1029
48,49,2,2,51.1,45,T1029
49,50,2,2,86.5,50,T1029
50,51,2,2,65.8,40,T1029
51,52,2,2,44.4,55,T1029
52,53,1,2,47.3,50,T1029
53,54,1,2,11.7,5,T1029
54,55,1,1,26.3,15,T1029
55,56,1,1,19.3,0,T1029
56,57,1,1,28.0,0,T1029
57,58,1,1,4.7,0,T1029
58,59,1,1,41.6,15,T1029
59,60,2,1,15.9,0,T1029
60,61,2,1,56.3,30,T1029
61,62,2,1,34.8,5,T1029
62,63,2,2,25.8,15,T1029
63,64,2,2,53.7,40,T1029
64,65,0,2,66.8,5,T1029
65,66,0,2,87.8,25,T1029
66,67,0,2,38.5,30,T1029
67,68,2,2,13.6,40,T1029
68,69,1,2,35.1,30,T1029
69,70,1,2,0.4,0,T1029
70,71,1,1,51.3,25,T1029
71,72,1,1,1.3,0,T1029
72,73,1,1,36.3,20,T1029
73,74,1,1,10.9,0,T1029
74,75,1,1,20.6,20,T1029
75,76,2,1,24.0,0,T1029
76,77,2,2,76.7,50,T1029
77,78,2,2,56.9,55,T1029
78,79,2,2,39.7,40,T1029
79,80,2,2,85.9,40,T1029
80,81,2,2,94.4,55,T1029
81,82,2,2,52.1,5,T1029
82,83,1,1,50.1,30,T1029
83,84,1,1,20.4,10,T1029
84,85,1,1,58.1,25,T1029
85,86,1,1,7.4,0,T1029
86,87,1,1,31.7,20,T1029
87,88,1,2,24.4,0,T1029
88,89,1,2,37.1,25,T1029
89,90,0,0,15.5,10,T1029
90,91,0,0,50.4,10,T1029
91,92,0,0,50.9,25,T1029
92,93,0,0,0.7,0,T1029
93,94,0,0,10.8,0,T1029
94,95,0,0,60.4,30,T1029
95,96,0,0,4.3,10,T1029
96,97,0,0,19.0,0,T1029
97,98,0,0,36.0,0,T1029
98,99,0,0,34.1,30,T1029
99,100,0,0,8.9,0,T1029
100,101,0,0,31.1,0,T1029
101,102,0,0,47.3,35,T1029
102,103,0,0,14.1,25,T1029
103,104,0,0,17.8,20,T1029
104,105,0,2,57.8,50,T1029
105,106,0,2,79.4,60,T1029
106,107,0,2,53.0,45,T1029
107,108,2,2,58.8,50,T1029
108,109,2,2,54.1,35,T1029
109,110,2,2,44.9,25,T1029
110,111,2,2,72.1,40,T1029
111,112,2,2,34.9,5,T1029
112,113,2,0,43.9,20,T1029
113,114,0,0,76.9,55,T1029
114,115,0,0,64.4,35,T1029
115,116,0,0,7.6,0,T1029
116,117,0,0,31.9,5,T1029
117,118,0,0,50.8,40,T1029
118,119,0,0,62.4,35,T1029
119,120,0,0,9.1,0,T1029
120,121,0,0,56.9,10,T1029
121,122,2,2,79.7,45,T1029
122,123,2,2,69.4,30,T1029
123,124,2,2,103.4,55,T1029
124,125,2,2,104.0,90,T1029
0,1,0,2,103.5,90,T1030
1,2,0,2,72.9,65,T1030
2,3,0,0,51.2,55,T1030
3,4,0,0,19.6,20,T1030
4,5,0,0,44.4,45,T1030
5,6,0,0,57.4,60,T1030
6,7,0,0,26.6,40,T1030
7,8,0,0,13.7,55,T1030
8,9,0,0,66.4,45,T1030
9,10,0,2,59.2,40,T1030
10,11,0,2,4.2,25,T1030
11,12,0,0,14.0,45,T1030
12,13,0,0,52.2,35,T1030
13,14,0,0,43.4,15,T1030
14,15,0,0,0.0,5,T1030
15,16,0,0,54.8,45,T1030
16,17,0,0,73.4,20,T1030
17,18,2,0,14.5,10,T1030
18,19,2,2,22.8,15,T1030
19,20,2,2,7.1,10,T1030
20,21,2,2,6.3,5,T1030
21,22,2,2,46.2,20,T1030
22,23,0,2,64.6,40,T1030
23,24,0,2,75.2,50,T1030
24,25,0,0,23.0,45,T1030
25,26,0,0,23.8,45,T1030
26,27,0,0,59.0,35,T1030
27,28,0,0,69.8,35,T1030
28,29,0,0,8.1,0,T1030
29,30,0,0,16.5,10,T1030
30,31,0,0,64.2,50,T1030
31,32,0,0,30.1,45,T1030
32,33,0,0,0.4,10,T1030
33,34,0,2,47.8,45,T1030
34,35,2,2,56.6,60,T1030
35,36,2,2,19.2,35,T1030
36,37,2,2,94.2,55,T1030
37,38,2,2,44.2,40,T1030
38,39,0,0,31.1,20,T1030
39,40,0,0,60.1,45,T1030
40,41,0,0,50.3,35,T1030
41,42,0,0,0.1,0,T1030
42,43,0,0,50.1,5,T1030
43,44,0,0,49.3,50,T1030
44,45,0,0,26.9,10,T1030
45,46,0,0,14.9,0,T1030
46,47,0,0,53.2,40,T1030
47,48,0,0,59.6,50,T1030
48,49,0,0,0.0,0,T1030
49,50,0,0,31.2,30,T1030
50,51,0,0,61.7,35,T1030
51,52,0,0,35.5,35,T1030
52,53,0,2,14.4,40,T1030
53,54,0,2,61.3,55,T1030
54,55,0,2,53.5,50,T1030
55,56,0,2,24.7,45,T1030
56,57,0,2,14.2,35,T1030
57,58,0,2,59.3,35,T1030
58,59,0,2,56.6,45,T1030
59,60,0,0,12.8,25,T1030
60,61,0,0,15.7,55,T1030
61,62,0,0,55.9,35,T1030
62,63,0,0,57.3,10,T1030
63,64,0,0,6.1,5,T1030
64,65,0,0,18.9,40,T1030
65,66,0,0,58.7,55,T1030
66,67,0,0,50.2,5,T1030
67,68,0,0,0.3,5,T1030
68,69,0,0,36.0,50,T1030
69,70,0,0,76.0,25,T1030
70,71,2,0,13.1,0,T1030
71,72,2,0,79.1,60,T1030
72,73,2,2,41.5,50,T1030
73,74,2,0,13.4,5,T1030
74,75,2,0,6.5,15,T1030
75,76,0,0,53.7,40,T1030
76,77,0,0,51.7,35,T1030
77,78,0,0,7.9,0,T1030
78,79,0,0,20.1,5,T1030
79,80,0,0,72.9,50,T1030
80,81,0,0,47.1,45,T1030
81,82,0,0,3.6,0,T1030
82,83,0,0,43.2,40,T1030
83,84,0,0,48.0,55,T1030
84,85,0,0,38.4,35,T1030
85,86,0,0,0.0,0,T1030
86,87,0,0,44.5,40,T1030
87,88,0,0,74.1,55,T1030
88,89,2,0,7.3,20,T1030
89,90,2,2,66.6,35,T1030
90,91,2,2,31.6,40,T1030
91,92,0,0,44.2,50,T1030
92,93,0,0,55.8,35,T1030
93,94,0,0,39.5,35,T1030
94,95,0,0,1.0,0,T1030
95,96,0,0,49.5,45,T1030
96,97,0,0,65.7,50,T1030
97,98,0,0,23.5,0,T1030
98,99,0,0,13.4,5,T1030
99,100,0,0,39.9,50,T1030
100,101,0,0,42.2,45,T1030
101,102,0,0,0.1,0,T1030
102,103,0,0,51.3,40,T1030
103,104,0,0,70.6,60,T1030
104,105,0,0,25.6,40,T1030
105,106,0,0,7.8,5,T1030
106,107,0,2,65.5,40,T1030
107,108,0,2,52.2,45,T1030
108,109,0,2,20.4,40,T1030
109,110,0,0,28.1,50,T1030
110,111,0,0,61.6,45,T1030
111,112,0,0,42.2,30,T1030
112,113,0,0,0.0,15,T1030
113,114,0,0,31.1,25,T1030
114,115,0,0,62.6,35,T1030
115,116,0,0,29.3,30,T1030
116,117,0,2,3.4,30,T1030
117,118,0,2,46.6,50,T1030
118,119,0,2,27.1,40,T1030
119,120,0,2,12.8,45,T1030
120,121,0,0,29.0,45,T1030
121,122,0,0,61.0,40,T1030
122,123,0,0,37.1,25,T1030
123,124,0,0,0.1,5,T1030
124,125,0,0,44.7,45,T1030
125,126,0,0,75.5,50,T1030
126,127,2,0,24.0,0,T1030
127,128,2,0,89.7,40,T1030
128,129,2,2,24.8,55,T1030
129,130,2,2,11.3,45,T1030
130,131,2,2,36.9,15,T1030
131,132,0,0,93.1,40,T1030
132,133,0,0,82.4,40,T1030
133,134,0,0,28.4,35,T1030
134,135,0,0,30.3,10,T1030
135,136,0,0,67.3,15,T1030
136,137,0,0,67.6,45,T1030
137,138,0,2,6.4,10,T1030
138,139,0,2,14.3,25,T1030
139,140,0,2,46.5,20,T1030
140,141,0,0,27.8,30,T1030
141,142,0,0,0.0,0,T1030
142,143,0,2,43.7,15,T1030
143,144,0,0,49.6,55,T1030
144,145,0,0,6.8,15,T1030
145,146,0,0,13.3,0,T1030
146,147,0,0,53.5,45,T1030
147,148,0,0,40.2,35,T1030
148,149,0,0,3.7,10,T1030
149,150,0,2,17.1,20,T1030
150,151,0,2,66.0,45,T1030
151,152,2,2,30.9,25,T1030
152,153,2,2,76.0,25,T1030
153,154,2,2,18.9,0,T1030
154,155,2,1,31.2,10,T1030
155,156,0,1,23.1,15,T1030
156,157,0,2,61.9,5,T1030
157,158,0,0,31.5,20,T1030
158,159,0,0,0.0,5,T1030
159,160,0,0,26.2,10,T1030
160,161,0,0,63.2,45,T1030
161,162,0,0,26.8,20,T1030
162,163,0,0,0.0,20,T1030
163,164,0,0,43.6,30,T1030
164,165,0,0,58.3,30,T1030
165,166,0,0,14.5,0,T1030
166,167,0,0,15.9,30,T1030
167,168,0,0,57.8,35,T1030
168,169,0,0,42.3,20,T1030
169,170,0,0,0.0,0,T1030
170,171,0,0,40.5,40,T1030
171,172,0,0,68.7,40,T1030
172,173,0,0,27.5,0,T1030
173,174,0,0,10.6,5,T1030
174,175,0,0,60.4,40,T1030
175,176,0,0,71.0,40,T1030
176,177,0,0,26.0,25,T1030
177,178,0,0,27.0,10,T1030
178,179,0,0,45.5,50,T1030
179,180,0,0,70.2,55,T1030
180,181,0,0,36.3,45,T1030
181,182,0,0,16.3,20,T1030
182,183,0,0,43.0,20,T1030
183,184,0,0,67.3,45,T1030
184,185,0,0,38.3,35,T1030
185,186,0,0,1.4,5,T1030
186,187,0,0,52.9,40,T1030
187,188,0,0,47.9,45,T1030
188,189,0,0,13.9,10,T1030
189,190,0,2,2.9,35,T1030
190,191,0,0,53.9,50,T1030
191,192,0,0,56.6,40,T1030
192,193,0,0,0.0,40,T1030
193,194,0,0,25.6,10,T1030
194,195,0,0,55.2,10,T1030
195,196,0,0,20.7,10,T1030
196,197,0,0,0.4,5,T1030
197,198,0,0,57.4,45,T1030
198,199,0,0,60.1,35,T1030
199,200,0,0,0.2,0,T1030
200,201,0,0,47.4,40,T1030
201,202,0,0,56.5,45,T1030
202,203,0,0,16.5,10,T1030
203,204,0,0,8.2,10,T1030
204,205,0,0,49.7,45,T1030
205,206,0,0,36.9,50,T1030
206,207,2,0,14.3,5,T1030
207,208,0,2,40.4,35,T1030
208,209,0,2,73.9,50,T1030
209,210,0,2,49.3,10,T1030
210,211,2,2,6.0,5,T1030
211,212,2,2,53.3,40,T1030
212,213,2,2,63.7,25,T1030
213,214,0,2,39.9,40,T1030
214,215,0,2,51.9,35,T1030
215,216,0,2,59.0,25,T1030
216,217,0,2,5.9,5,T1030
217,218,0,2,35.2,40,T1030
218,219,0,2,73.8,25,T1030
219,220,0,2,12.1,10,T1030
220,221,0,2,3.0,5,T1030
221,222,0,2,29.9,10,T1030
222,223,0,1,40.5,10,T1030
223,224,0,1,13.5,5,T1030
224,225,0,0,2.9,10,T1030
225,226,0,0,53.4,15,T1030
226,227,0,2,14.1,25,T1030
227,228,0,2,3.3,0,T1030
228,229,0,2,47.2,40,T1030
229,230,0,2,51.9,50,T1030
230,231,2,2,23.4,40,T1030
231,232,2,2,23.7,35,T1030
232,233,2,2,15.8,40,T1030
233,234,2,2,55.4,40,T1030
234,235,2,2,87.7,35,T1030
235,236,2,2,104.6,60,T1030
236,237,2,2,63.4,25,T1030
237,238,2,1,82.0,15,T1030
238,239,2,1,51.7,10,T1030
239,240,2,1,5.7,5,T1030
240,241,2,2,56.5,15,T1030
241,242,0,2,8.1,10,T1030
242,243,0,0,59.7,20,T1030
243,244,0,0,76.6,50,T1030
244,245,0,0,4.6,10,T1030
245,246,0,0,12.8,5,T1030
246,247,0,0,54.7,55,T1030
247,248,0,0,25.6,45,T1030
248,249,0,0,0.0,0,T1030
249,250,0,0,49.8,40,T1030
250,251,0,0,58.7,50,T1030
251,252,0,0,1.9,0,T1030
252,253,0,0,8.1,0,T1030
253,254,0,0,41.2,50,T1030
254,255,0,0,30.2,45,T1030
255,256,0,0,0.4,0,T1030
256,257,0,0,48.4,35,T1030
257,258,0,0,68.5,50,T1030
258,259,0,0,5.9,0,T1030
259,260,0,0,8.4,0,T1030
260,261,0,0,59.1,55,T1030
261,262,0,0,42.0,45,T1030
262,263,0,0,0.0,0,T1030
263,264,0,0,40.8,50,T1030
264,265,0,0,55.0,55,T1030
265,266,0,0,33.3,10,T1030
266,267,0,0,10.0,40,T1030
267,268,2,2,88.1,60,T1030
268,269,2,2,104.3,60,T1030
269,270,2,2,33.4,50,T1030
270,271,2,2,90.6,55,T1030
271,272,2,2,64.6,80,T1030
272,273,2,2,87.8,95,T1030
0,1,2,2,136.5,95,T1031
1,2,2,2,90.8,25,T1031
2,3,2,1,60.0,50,T1031
3,4,2,1,5.9,20,T1031
4,5,1,1,39.8,50,T1031
5,6,2,1,0.1,45,T1031
6,7,2,1,18.3,15,T1031
7,8,2,1,14.0,55,T1031
8,9,2,2,31.2,30,T1031
9,10,2,2,73.1,50,T1031
10,11,2,2,97.7,40,T1031
11,12,2,2,60.4,55,T1031
12,13,2,2,100.2,50,T1031
13,14,2,0,46.2,15,T1031
14,15,1,0,33.7,35,T1031
15,16,2,0,0.3,50,T1031
16,17,0,0,53.3,55,T1031
17,18,0,0,1.5,10,T1031
18,19,0,0,0.4,25,T1031
19,20,0,0,30.0,45,T1031
20,21,0,0,39.1,40,T1031
21,22,0,0,0.8,0,T1031
22,23,0,0,27.5,10,T1031
23,24,0,0,86.9,40,T1031
24,25,0,0,28.4,5,T1031
25,26,0,0,20.6,5,T1031
26,27,2,0,98.2,45,T1031
27,28,2,0,45.8,30,T1031
28,29,0,0,65.7,10,T1031
29,30,0,0,77.8,50,T1031
30,31,0,0,36.2,45,T1031
31,32,0,0,1.8,0,T1031
32,33,0,0,49.1,45,T1031
33,34,0,0,68.4,60,T1031
34,35,0,0,9.5,40,T1031
35,36,0,0,1.4,10,T1031
36,37,0,0,60.2,45,T1031
37,38,0,0,57.7,55,T1031
38,39,0,2,0.4,20,T1031
39,40,0,2,28.1,40,T1031
40,41,2,2,26.9,30,T1031
41,42,0,0,72.5,35,T1031
42,43,0,0,62.2,45,T1031
43,44,0,0,3.8,10,T1031
44,45,0,0,22.2,5,T1031
45,46,0,0,66.0,40,T1031
46,47,0,0,59.8,50,T1031
47,48,0,0,2.2,5,T1031
48,49,2,2,6.2,25,T1031
49,50,2,0,28.4,40,T1031
50,51,2,0,0.4,15,T1031
51,52,2,0,25.5,5,T1031
52,53,2,0,86.1,35,T1031
53,54,2,0,66.7,45,T1031
54,55,2,0,83.6,40,T1031
55,56,2,0,27.6,5,T1031
56,57,2,0,79.3,40,T1031
57,58,2,0,85.4,45,T1031
58,59,2,0,18.0,35,T1031
59,60,1,2,21.2,15,T1031
60,61,2,2,21.0,50,T1031
61,62,2,2,86.8,60,T1031
62,63,2,2,26.5,50,T1031
63,64,2,2,11.6,35,T1031
64,65,2,2,0.1,35,T1031
65,66,1,2,0.8,35,T1031
66,67,2,1,32.7,15,T1031
67,68,2,1,5.8,10,T1031
68,69,1,1,24.9,10,T1031
69,70,1,0,52.4,40,T1031
70,71,1,0,31.5,30,T1031
71,72,1,0,61.0,5,T1031
72,73,2,0,49.3,40,T1031
73,74,2,0,93.1,55,T1031
74,75,2,2,70.9,45,T1031
75,76,2,2,70.8,30,T1031
76,77,2,2,35.5,35,T1031
77,78,1,2,59.3,50,T1031
78,79,1,1,38.9,20,T1031
79,80,1,1,10.9,5,T1031
80,81,1,1,11.3,0,T1031
81,82,1,1,0.7,10,T1031
82,83,1,1,34.0,5,T1031
83,84,2,1,4.6,5,T1031
84,85,2,2,68.2,45,T1031
85,86,2,2,79.1,45,T1031
86,87,2,2,57.8,35,T1031
87,88,2,2,62.3,55,T1031
88,89,1,1,47.3,35,T1031
89,90,1,1,26.8,10,T1031
90,91,1,0,52.2,45,T1031
91,92,1,0,4.2,25,T1031
92,93,2,2,79.9,30,T1031
93,94,2,2,39.5,55,T1031
94,95,2,2,117.2,80,T1031
0,100,2,2,103.2,55,T1032
1,101,2,2,65.2,40,T1032
2,102,2,2,43.0,25,T1032
3,103,2,2,52.4,60,T1032
4,104,2,2,36.7,55,T1032
5,105,0,2,5.7,35,T1032
6,106,0,2,0.0,35,T1032
7,107,0,2,37.8,45,T1032
8,108,0,0,36.7,5,T1032
9,109,0,0,7.2,10,T1032
10,110,0,0,9.6,15,T1032
11,111,0,0,63.1,20,T1032
12,112,0,0,20.9,0,T1032
13,113,0,0,0.3,0,T1032
14,114,0,0,55.4,5,T1032
15,115,2,0,58.8,0,T1032
16,116,2,0,0.8,0,T1032
17,117,1,1,70.0,15,T1032
18,118,2,1,7.2,0,T1032
19,119,2,2,105.6,30,T1032
20,120,2,2,22.1,30,T1032
21,121,0,0,79.5,40,T1032
22,122,0,0,54.6,40,T1032
23,123,0,0,0.0,0,T1032
24,124,0,0,9.4,0,T1032
25,125,0,0,18.9,25,T1032
26,126,0,0,0.0,0,T1032
27,127,0,0,0.0,0,T1032
28,128,0,0,4.1,0,T1032
29,129,0,0,11.2,10,T1032
30,130,0,0,4.9,10,T1032
31,131,0,0,0.1,0,T1032
32,132,0,2,28.2,15,T1032
33,133,0,2,35.4,40,T1032
34,134,0,2,39.9,45,T1032
35,135,2,2,5.0,0,T1032
36,136,2,2,39.6,30,T1032
37,137,2,1,4.6,0,T1032
38,138,1,1,4.9,0,T1032
39,139,1,1,12.8,0,T1032
40,140,1,1,0.1,0,T1032
41,141,2,1,67.6,20,T1032
42,142,2,2,44.9,0,T1032
43,143,0,0,48.9,20,T1032
44,144,0,0,84.4,55,T1032
45,145,0,0,34.3,40,T1032
46,146,0,0,2.5,0,T1032
47,147,0,0,62.0,35,T1032
48,148,0,0,50.1,40,T1032
49,149,0,0,26.0,0,T1032
50,150,0,0,45.2,10,T1032
51,151,0,0,50.4,50,T1032
52,152,0,0,81.7,40,T1032
53,153,0,2,22.8,15,T1032
54,154,2,2,68.3,50,T1032
55,155,2,2,38.4,30,T1032
56,156,2,2,80.2,45,T1032
57,157,2,2,25.4,35,T1032
58,158,2,1,58.0,20,T1032
59,159,1,1,23.0,0,T1032
60,160,1,1,25.1,5,T1032
61,161,1,2,13.2,5,T1032
62,162,0,2,14.0,0,T1032
63,163,0,2,61.5,15,T1032
64,164,0,0,61.2,15,T1032
65,165,2,0,21.7,10,T1032
66,166,2,0,65.5,10,T1032
67,167,2,2,68.4,35,T1032
68,168,2,2,30.3,45,T1032
69,169,2,2,41.9,35,T1032
70,170,2,2,94.6,10,T1032
71,171,2,2,39.4,45,T1032
72,172,2,2,36.3,65,T1032
73,173,2,2,83.8,25,T1032
74,174,2,2,65.1,50,T1032
75,175,2,2,34.3,35,T1032
76,176,2,2,60.9,50,T1032
77,177,2,2,14.4,20,T1032
78,178,2,2,12.5,55,T1032
79,179,2,2,5.5,40,T1032
80,180,1,2,38.9,10,T1032
81,181,2,2,45.6,45,T1032
82,182,2,2,103.1,25,T1032
83,183,2,2,101.7,55,T1032
84,184,2,2,62.9,30,T1032
85,185,1,2,41.6,40,T1032
86,186,2,2,37.3,35,T1032
87,187,2,2,15.8,10,T1032
88,188,2,2,81.6,35,T1032
89,189,2,2,24.5,10,T1032
90,190,2,2,61.9,40,T1032
91,191,2,2,17.7,30,T1032
92,192,2,2,73.2,10,T1032
93,193,2,2,13.6,5,T1032
94,194,1,1,27.0,10,T1032
