Model_name,Sato-3DCNN,without_ss_rsa
T1032TS183_4,0.5651130999999999,0.6146685000000001
T1032TS183_5,0.5282539,0.6209259
T1032TS187_1,0.5211433,0.5847068
T1032TS187_2,0.5393302,0.5990646
T1032TS187_3,0.4867142,0.57363683
T1032TS187_4,0.30269247,0.37993833
T1032TS187_5,0.34746143,0.4806566
T1032TS198_1,0.4984406,0.5846
T1032TS198_2,0.49138126,0.5719185999999999
T1032TS198_3,0.49961229999999995,0.5853742
T1032TS198_4,0.45973894,0.5476932
T1032TS198_5,0.49461645,0.55507845
T1032TS209_1,0.640559,0.68874806
T1032TS209_2,0.6592303,0.66633207
T1032TS209_3,0.6378607,0.6632598000000001
T1032TS209_4,0.61896604,0.6438822
T1032TS209_5,0.6218967,0.67741406
T1032TS222_1,0.5152635999999999,0.5765716
T1032TS222_2,0.48567995,0.57359105
T1032TS222_3,0.49289167,0.5697015999999999
T1032TS222_4,0.44728893,0.5366238
T1032TS226_1,0.45230398,0.542042
T1032TS226_2,0.42035142,0.5710487
T1032TS226_3,0.45947942,0.57753134
T1032TS226_4,0.39826164,0.49423808
T1032TS226_5,0.39093947,0.47078282
T1032TS238_1,0.61309165,0.637634
T1032TS238_2,0.5409352,0.62152123
T1032TS238_3,0.53029686,0.6117839
T1032TS238_4,0.5936766,0.6184018
T1032TS238_5,0.5539074,0.6002006
T1032TS252_1,0.558817,0.59744656
T1032TS252_2,0.5246426,0.5760046999999999
T1032TS252_3,0.4867142,0.57363683
T1032TS252_4,0.28816503,0.4014241
T1032TS277_1,0.54234433,0.6108607
T1032TS277_2,0.5082502,0.59168845
T1032TS277_3,0.5257242,0.6029691
T1032TS277_4,0.49862817,0.60676295
T1032TS277_5,0.5143021,0.5851310000000001
T1032TS319_1,0.53884834,0.62676865
T1032TS319_2,0.500726,0.5846304
T1032TS319_3,0.54171854,0.5698594
T1032TS319_4,0.52247334,0.59720695
T1032TS319_5,0.48665920000000007,0.59541273
T1032TS324_1,0.49316406,0.58974874
T1032TS324_2,0.49425630000000004,0.5145858
T1032TS324_3,0.41985986,0.56796396
T1032TS324_4,0.45690542,0.5963761
T1032TS324_5,0.49098969,0.60206175
T1032TS326_1,0.5459944999999999,0.6123721999999999
T1032TS326_2,0.5292291,0.6181698
T1032TS326_3,0.51812106,0.64627784
T1032TS326_4,0.49853688,0.6203526
T1032TS326_5,0.53479576,0.6087967
T1032TS337_1,0.33477184,0.46780857
T1032TS337_2,0.32227680000000003,0.38206875
T1032TS337_3,0.2809673,0.3516768
T1032TS337_4,0.31401690000000004,0.35844052
T1032TS351_1,0.5409352,0.62152123
T1032TS351_2,0.5799823000000001,0.6105373000000001
T1032TS351_3,0.5912623,0.6535498000000001
T1032TS351_4,0.6068984000000001,0.63499916
T1032TS351_5,0.6288045,0.63493776
T1032TS364_1,0.42288083,0.55643636
T1032TS364_2,0.39607564,0.5492427
T1032TS364_3,0.44188409999999995,0.5614996
T1032TS364_4,0.43861783,0.56259125
T1032TS364_5,0.44592842,0.55971396
T1032TS367_1,0.49348864,0.57126725
T1032TS367_2,0.5152635999999999,0.5765716
T1032TS367_3,0.49289167,0.5697015999999999
T1032TS367_4,0.46153378,0.5613321
T1032TS367_5,0.48567995,0.57359105
T1032TS377_1,0.48129037,0.5680293000000001
T1032TS377_2,0.50729746,0.5904957
T1032TS377_3,0.51470625,0.59116113
T1032TS377_4,0.51251626,0.5691662
T1032TS377_5,0.5395324,0.58612907
T1032TS435_1,0.47568852,0.5631911999999999
T1032TS435_2,0.48202956,0.55793786
T1032TS435_3,0.48438809999999993,0.5673264
T1032TS435_4,0.50145215,0.5915087
T1032TS435_5,0.5176510999999999,0.5986568
T1032TS437_1,0.3606052,0.51816803
T1032TS437_2,0.33972052,0.46888646
T1032TS437_3,0.33746818,0.48105820000000005
T1032TS437_4,0.32531044,0.46761549999999996
T1032TS437_5,0.33822575,0.46787470000000003
T1032TS451_2,0.42256588,0.47398177
T1032TS451_3,0.4260201,0.47170004
T1032TS451_4,0.41731343,0.47725007
T1032TS451_5,0.41206914,0.4665623
T1032TS460_1,0.48810384,0.56122255
T1032TS468_1,0.50144607,0.5809207
T1032TS468_3,0.45886350000000004,0.55606437
T1032TS487_1,0.52693725,0.59501475
T1032TS487_2,0.5436036999999999,0.58803105
T1032TS487_3,0.5463254,0.5979983
T1032TS487_4,0.5514865,0.6197812
T1032TS487_5,0.5207833,0.5955543000000001
T1032TS491_2,0.23221615,0.27287006
T1032TS491_3,0.26275513,0.33354622
T1032TS491_4,0.33115536,0.3738219
T1073TS013_1,0.5781421,0.5668725
T1073TS013_2,0.57497317,0.5516629
T1073TS013_3,0.5504153,0.54588073
T1073TS013_4,0.5814804,0.51152545
T1073TS013_5,0.5590908,0.5528333000000001
T1073TS031_1,0.4992282,0.48005986
T1073TS031_2,0.48825774,0.5024713
T1073TS031_3,0.49912650000000003,0.48741448
T1073TS031_4,0.4746001,0.47979894
T1073TS031_5,0.5282574999999999,0.6193907
T1073TS042_1,0.5331028,0.53186816
T1073TS042_2,0.48607406,0.44194102
T1073TS042_3,0.49375233,0.44879377
T1073TS042_4,0.4401567,0.46439382
T1073TS042_5,0.5662691999999999,0.6263916
T1073TS050_1,0.4486665,0.5462478000000001
T1073TS050_2,0.26907074,0.37622902
T1073TS050_3,0.3814258,0.33130473
T1073TS050_4,0.37427485,0.3165725
T1073TS050_5,0.36063024,0.30425894
T1073TS070_1,0.49834979999999995,0.5101169
T1073TS070_2,0.5117412,0.4767048
T1073TS070_3,0.4401778,0.41071907
T1073TS070_4,0.470688,0.42638856
T1073TS070_5,0.5750108,0.5227632000000001
T1073TS075_1,0.5493216999999999,0.46040124
T1073TS075_2,0.5212517,0.44077265
T1073TS075_3,0.55152315,0.43599787
T1073TS075_4,0.4328014,0.37692800000000004
T1073TS075_5,0.44889426,0.39009473
T1073TS097_1,0.47035479999999996,0.44116450000000007
T1073TS097_2,0.42522347,0.42790636
T1073TS097_3,0.42936158,0.42849284
T1073TS097_4,0.49126549999999997,0.4207948
T1073TS097_5,0.49333712,0.43535379999999996
T1073TS138_2,0.14027098,0.21721439
T1073TS140_1,0.5611115,0.53231263
T1073TS140_2,0.51914155,0.49578008
T1073TS140_3,0.53689754,0.53593373
T1073TS140_4,0.53908074,0.51425266
T1073TS140_5,0.5071359999999999,0.53472024
T1073TS151_4,0.29610115,0.31295776
T1073TS183_1,0.5365906,0.49885702
T1073TS183_2,0.6089225,0.5924731
T1073TS183_3,0.6017995,0.54910696
T1073TS183_4,0.64026475,0.47500699999999996
T1073TS183_5,0.5322746,0.48893163
T1073TS187_1,0.59291804,0.64280003
T1073TS187_2,0.5765635,0.5335046999999999
T1073TS187_3,0.6005982,0.57359713
T1073TS187_4,0.58291894,0.65342796
T1073TS187_5,0.5407387,0.4827839
T1073TS198_1,0.5374647,0.45424002
T1073TS198_2,0.5202693,0.46710473
T1073TS198_3,0.5642479,0.4754657
T1073TS198_4,0.43604043,0.40015456
T1073TS198_5,0.4495928,0.40960747
T1073TS209_1,0.6182804000000001,0.6414143
T1073TS209_2,0.53743947,0.5113525999999999
T1073TS209_3,0.6120462,0.650408
T1073TS209_4,0.5117083,0.4925811
T1073TS209_5,0.58116627,0.60159135
T1073TS222_1,0.5077535,0.47868845
T1073TS222_2,0.5374246,0.48280472
T1073TS222_3,0.5384521,0.47736046
T1073TS222_4,0.53767854,0.47950584
T1073TS222_5,0.52778465,0.48064940000000006
T1073TS226_1,0.4937924,0.47442514
T1073TS226_2,0.54265195,0.48171356
T1073TS226_3,0.48337469,0.43829963
T1073TS226_4,0.49312055,0.4857037
T1073TS226_5,0.5151140999999999,0.5408439
T1073TS238_1,0.545562,0.55261815
T1073TS238_2,0.55770546,0.54275936
T1073TS238_3,0.5421736999999999,0.501499
T1073TS238_4,0.5634591,0.52755845
T1073TS238_5,0.56076306,0.54088134
T1073TS252_1,0.5986128000000001,0.6736929
T1073TS252_2,0.6133915,0.5497029999999999
T1073TS252_3,0.5800009,0.56364375
T1073TS252_4,0.62440306,0.6745666
T1073TS252_5,0.5568721,0.48835920000000005
T1073TS275_1,0.5187897,0.45022446
T1073TS275_2,0.52557427,0.45911607
T1073TS277_1,0.58177644,0.51143676
T1073TS277_2,0.52279985,0.47873667
T1073TS277_3,0.5625684,0.5496358
T1073TS277_4,0.51870257,0.5172866
T1073TS277_5,0.5211525,0.51362306
T1073TS278_1,0.5441332,0.4668302
T1073TS278_5,0.37928649999999997,0.4131076
T1073TS319_1,0.57228595,0.6407084
T1073TS319_2,0.5523569,0.6375626
T1073TS319_3,0.5271448000000001,0.63761896
T1073TS319_4,0.5445175999999999,0.65779155
T1073TS319_5,0.5406398,0.5340906999999999
T1073TS324_1,0.5852392,0.51252055
T1073TS324_2,0.42319882,0.41480485
T1073TS324_3,0.49381548,0.46899804
T1073TS324_4,0.53015697,0.4849737
T1073TS324_5,0.5381260999999999,0.54915893
T1073TS326_1,0.5293760999999999,0.47749886
T1073TS326_2,0.5262796999999999,0.4756675
T1073TS326_3,0.5230829,0.45927970000000007
T1073TS326_4,0.5105642,0.4916848
T1073TS326_5,0.5122968,0.4840764
T1073TS337_1,0.5419501999999999,0.527018
T1073TS351_1,0.57595426,0.54797345
T1073TS351_2,0.5903566,0.6189661
T1073TS351_3,0.5706021,0.5649263000000001
T1073TS351_4,0.6027865,0.51908946
T1073TS351_5,0.5336058000000001,0.47946409999999995
T1073TS364_1,0.47630394,0.50997484
T1073TS364_2,0.49140847,0.5133504
T1073TS364_3,0.48067775,0.5159809
T1073TS364_4,0.46783596,0.5021014
T1073TS364_5,0.48526296,0.5111576
T1073TS367_1,0.5336034000000001,0.48373199
T1073TS367_2,0.54556036,0.49365458
T1073TS367_3,0.5388758000000001,0.47197219999999995
T1073TS367_4,0.5575526999999999,0.49807188
T1073TS367_5,0.5417172,0.48771697
T1073TS377_1,0.5310585999999999,0.5229203
T1073TS377_2,0.52830607,0.51199543
T1073TS377_3,0.5217076,0.5097077
T1073TS377_4,0.5082529,0.5256555
T1073TS377_5,0.5556714,0.5366361999999999
T1073TS435_1,0.5273774999999999,0.48592004
T1073TS435_2,0.55673206,0.48672563
T1073TS435_3,0.5134247000000001,0.48287067
T1073TS435_4,0.5436975000000001,0.5053591
T1073TS435_5,0.47662693,0.52031934
T1073TS437_1,0.19609867,0.22847158
T1073TS437_2,0.19972242,0.22396608
T1073TS437_5,0.19957973,0.22764516
T1073TS451_1,0.55800617,0.5332933000000001
T1073TS451_2,0.55633795,0.52543104
T1073TS451_3,0.5726206,0.5228199
T1073TS451_4,0.55280274,0.52945477
T1073TS451_5,0.56805915,0.5279585
T1073TS460_1,0.5268354000000001,0.5260927
T1073TS460_4,0.3571567,0.43466815
T1073TS460_5,0.21450807,0.28638983
T1073TS468_1,0.31111324,0.26458913
T1073TS487_1,0.54328936,0.5318752
T1073TS487_2,0.5323859000000001,0.5263579
T1073TS487_3,0.47716203,0.5038351
T1073TS487_4,0.49403295,0.5454734
T1073TS487_5,0.5193547000000001,0.5549476999999999
T1073TS491_4,0.19438136,0.12449799
T1043TS013_1,0.13450746,0.07567995
T1043TS013_2,0.1779281,0.067351654
T1043TS013_3,0.14435273,0.068641126
T1043TS013_4,0.23143211,0.13628507
T1043TS013_5,0.16922851,0.11865782
T1043TS031_1,0.26477855,0.23429675
T1043TS031_4,0.1322411,0.1491108
T1043TS031_5,0.12673716,0.17998397
T1043TS042_1,0.05529726,0.044853054
T1043TS042_2,0.053889673,0.043847285
T1043TS042_3,0.07576704,0.16627498
T1043TS042_4,0.057672422,0.06014226
T1043TS042_5,0.15966433,0.19774951
T1043TS050_2,0.09844873,0.06875993
T1043TS050_3,0.053052842999999995,0.037279612999999996
T1043TS070_3,0.1254638,0.07894776
T1043TS070_4,0.12142261,0.0724182
T1043TS070_5,0.07113377,0.023277054
T1043TS075_1,0.03532969,0.022346444
T1043TS075_2,0.03643987,0.01624091
T1043TS075_3,0.04013171,0.061894428
T1043TS075_4,0.10423266,0.03675755
T1043TS075_5,0.084754154,0.028745227
T1043TS097_1,0.12060626,0.15191855
T1043TS097_2,0.09306858,0.10514361400000001
T1043TS097_3,0.22737785,0.15736534
T1043TS097_4,0.11232805,0.14775059
T1043TS097_5,0.14971635,0.1624371
T1043TS138_1,0.030456393999999998,0.019554561
T1043TS138_2,0.032057002,0.030693632999999998
T1043TS138_3,0.052170562999999996,0.03428702
T1043TS138_4,0.03701967,0.03443991
T1043TS138_5,0.053276863,0.028071266
T1043TS140_1,0.14468925,0.028924566000000002
T1043TS140_2,0.06869665,0.032149422999999996
T1043TS140_3,0.09081039,0.04117648
T1043TS140_4,0.10803109400000001,0.031315126
T1043TS140_5,0.070661604,0.019748472
T1043TS151_1,0.018857341,0.0057105487
T1043TS151_2,0.055590354,0.00624753
T1043TS151_3,0.034997478,0.0057234433
T1043TS151_4,0.02841857,0.013039876
T1043TS151_5,0.008653616,0.016637145
T1043TS170_1,0.105538666,0.027533267
T1043TS170_4,0.04700314,0.016355643
T1043TS183_1,0.42222947,0.25587443
T1043TS183_2,0.13352972,0.048591774000000004
T1043TS183_3,0.086381204,0.06425017
T1043TS183_4,0.09411304,0.014198645
T1043TS183_5,0.08895506,0.07622127
T1043TS187_1,0.06314705,0.025636189
T1043TS187_2,0.037858855,0.025415082999999998
T1043TS187_3,0.106485404,0.027802331
T1043TS187_4,0.12126472,0.045242313
T1043TS187_5,0.021668421,0.03996985
T1043TS198_3,0.021668421,0.03996985
T1043TS198_4,0.054083567,0.03277534
T1043TS198_5,0.10485239,0.03186981
T1043TS209_1,0.21958227,0.09736054
T1043TS209_2,0.20715754,0.12657219
T1043TS209_3,0.18667355,0.13196851
T1043TS209_4,0.121898726,0.08488296
T1043TS209_5,0.13616593,0.119403146
T1043TS222_1,0.24349524,0.10148689999999999
T1043TS222_2,0.17110044,0.052558917999999996
T1043TS222_3,0.1490849,0.06276347
T1043TS222_4,0.10094188,0.05437392
T1043TS222_5,0.089505516,0.04519192
T1043TS226_1,0.13098444,0.11159996
T1043TS226_2,0.18403545,0.21789566
T1043TS226_3,0.085089944,0.14855035
T1043TS226_4,0.06720726,0.1063048
T1043TS226_5,0.1206261,0.16499303
T1043TS238_1,0.32114753,0.26921546
T1043TS238_2,0.29897490000000004,0.097051166
T1043TS238_3,0.405013,0.26183286
T1043TS238_4,0.24742013,0.22248346
T1043TS238_5,0.16962054,0.1257758
T1043TS252_1,0.062410302,0.0208602
T1043TS252_2,0.054083567,0.03277534
T1043TS252_3,0.04013171,0.061894428
T1043TS252_4,0.085729755,0.015572823999999999
T1043TS252_5,0.110368274,0.047025107000000003
T1043TS259_1,0.10359613599999999,0.13677765
T1043TS259_2,0.14390935,0.16579287
T1043TS259_3,0.08572069,0.121291265
T1043TS259_4,0.19677523,0.14039125
T1043TS259_5,0.10936163,0.12619503
T1043TS278_1,0.37658817,0.15625055
T1043TS278_2,0.2067081,0.124884725
T1043TS278_3,0.11567732,0.05925537
T1043TS278_5,0.17442904,0.04213143
T1043TS317_1,0.04850749,0.10008366
T1043TS317_2,0.047773693,0.043569747
T1043TS317_3,0.02600797,0.05493731
T1043TS317_4,0.029701232999999997,0.048421804000000006
T1043TS317_5,0.04480919,0.05196819
T1043TS319_1,0.16224752,0.074935876
T1043TS319_2,0.12605949,0.051670797000000004
T1043TS319_3,0.09400446,0.055027625999999996
T1043TS319_4,0.11311308,0.037679076
T1043TS319_5,0.114138335,0.06726092
T1043TS324_1,0.12058786,0.15512910000000002
T1043TS324_2,0.20364638,0.25422996
T1043TS324_3,0.15596907,0.22283657
T1043TS324_4,0.08736146,0.09258985
T1043TS324_5,0.043129385,0.039536852000000004
T1043TS326_1,0.13515739999999998,0.085826345
T1043TS326_2,0.10108988,0.06724954400000001
T1043TS326_3,0.06164564,0.03532475
T1043TS326_4,0.08760412,0.04740869599999999
T1043TS326_5,0.26730543,0.14442325
T1043TS337_1,0.12959336,0.038534924
T1043TS337_2,0.05281725,0.015329478
T1043TS337_3,0.19582473,0.037352335
T1043TS337_4,0.0153049845,0.00771947
T1043TS337_5,0.047333762,0.008779493000000001
T1043TS351_1,0.405013,0.26183286
T1043TS351_2,0.24136338,0.17215525
T1043TS351_3,0.38110667,0.25517052
T1043TS351_4,0.18554465,0.054435085999999994
T1043TS351_5,0.42222947,0.25587443
T1043TS364_1,0.14368586,0.15645456
T1043TS364_2,0.07785338,0.12092482
T1043TS364_3,0.08623206,0.12967849
T1043TS364_4,0.15797721,0.13664167
T1043TS364_5,0.11778543,0.18270242
T1043TS367_1,0.1644307,0.068006895
T1043TS367_2,0.14520839,0.06475408
T1043TS367_3,0.13492948,0.08045318
T1043TS367_4,0.12738751,0.10184304400000001
T1043TS367_5,0.177852,0.06422221
T1043TS377_1,0.060273897,0.017570853
T1043TS377_2,0.12959336,0.038534924
T1043TS377_3,0.09039755,0.032022405
T1043TS377_4,0.10066326,0.029245517999999998
T1043TS377_5,0.12455246,0.027016496
T1043TS435_1,0.097808115,0.04048246
T1043TS435_2,0.044782445,0.027758311
T1043TS435_3,0.07841977,0.030474814
T1043TS435_4,0.068122625,0.04243187599999999
T1043TS435_5,0.03542484,0.025745232000000003
T1043TS460_1,0.116135545,0.026361162
T1043TS460_2,0.067529164,0.013845978
T1043TS468_2,0.04399115,0.04617253
T1043TS487_1,0.057804152000000004,0.039848007000000005
T1043TS487_2,0.048775144000000006,0.080412306
T1043TS487_3,0.19356188,0.15394677
T1043TS487_4,0.12750116,0.062236477000000005
T1043TS487_5,0.13538833,0.1454067
T1067TS013_1,0.4301534000000001,0.36501914
T1067TS013_2,0.40426809999999996,0.3614584
T1067TS013_3,0.41337368,0.36039314
T1067TS013_4,0.40619794,0.3560618
T1067TS013_5,0.31984392,0.29990447
T1067TS031_1,0.31032795,0.3566831
T1067TS031_2,0.27253783,0.36709306
T1067TS031_3,0.25367856,0.3314669
T1067TS031_4,0.308728,0.36011824
T1067TS031_5,0.31102318,0.35465014
T1067TS042_1,0.24702515,0.29688096
T1067TS042_2,0.27534702,0.26093027
T1067TS042_3,0.2684207,0.30225194
T1067TS042_4,0.2634337,0.3503671
T1067TS042_5,0.34279287,0.331079
T1067TS050_1,0.19699241,0.24439572
T1067TS050_2,0.14510779,0.17446503
T1067TS050_3,0.19196,0.2253604
T1067TS050_4,0.20597707,0.25815558
T1067TS050_5,0.15153879,0.18406218
T1067TS070_1,0.4174318,0.41709688
T1067TS070_2,0.39353576,0.40341370000000004
T1067TS070_3,0.24100715,0.23386247
T1067TS070_4,0.27105029999999997,0.24497426
T1067TS070_5,0.37669852,0.38036206
T1067TS075_1,0.28670034,0.33148035
T1067TS075_2,0.40997374,0.34531009999999995
T1067TS075_3,0.30103484,0.33391657
T1067TS075_4,0.22989023,0.25005636
T1067TS075_5,0.1934904,0.24685645
T1067TS097_1,0.21707597,0.28123122
T1067TS097_2,0.24430601,0.33750337
T1067TS097_3,0.21491146,0.30934435
T1067TS097_4,0.19814955,0.2779639
T1067TS097_5,0.30343172,0.34034544
T1067TS140_1,0.3228747,0.34895152
T1067TS140_2,0.34013814,0.35204464
T1067TS140_3,0.31688085,0.34283185
T1067TS140_4,0.34880495,0.35514402
T1067TS140_5,0.34007603,0.35752285
T1067TS151_4,0.09123759,0.20683208
T1067TS183_1,0.41035235,0.34657672
T1067TS183_2,0.35174629999999996,0.37952432
T1067TS183_3,0.43858096,0.4596045
T1067TS183_4,0.32876748,0.33625259999999996
T1067TS183_5,0.44869807,0.45007366
T1067TS187_1,0.35927546,0.3466261
T1067TS187_2,0.32560793,0.34194294
T1067TS187_3,0.22875573,0.29143759999999996
T1067TS187_4,0.17630045,0.23291652
T1067TS187_5,0.28295475,0.31848425
T1067TS198_1,0.39334494,0.34978965
T1067TS198_2,0.3510344,0.34376305
T1067TS198_3,0.31701642,0.31756592
T1067TS198_4,0.23390305,0.30292997
T1067TS198_5,0.25199997,0.29609513
T1067TS209_1,0.3729808,0.40755883
T1067TS209_2,0.29787466,0.41345033
T1067TS209_3,0.29975447,0.34296572
T1067TS209_4,0.25047559999999996,0.30865836
T1067TS209_5,0.35022846,0.38678417
T1067TS222_1,0.3516962,0.36330419999999997
T1067TS222_2,0.36798236,0.3259513
T1067TS222_3,0.37148398,0.38289025
T1067TS222_4,0.29730809999999996,0.35119313
T1067TS222_5,0.15975472,0.22943749
T1067TS226_1,0.2775959,0.34242773
T1067TS226_2,0.34285509999999997,0.3602031
T1067TS226_3,0.2849392,0.3414683
T1067TS226_4,0.24371707,0.3426367
T1067TS226_5,0.31536612,0.34459829999999997
T1067TS238_1,0.27123132,0.31990656
T1067TS238_2,0.23555522,0.2188185
T1067TS238_3,0.32041958,0.23980461
T1067TS238_4,0.27995244,0.4003897
T1067TS238_5,0.41194123,0.36884308
T1067TS252_1,0.2980422,0.34773868
T1067TS252_2,0.28107262,0.32171166
T1067TS252_3,0.31212294,0.3242085
T1067TS252_4,0.27099696,0.330317
T1067TS252_5,0.31849122,0.3276882
T1067TS259_3,0.09180811,0.10868565
T1067TS259_4,0.111135624,0.14675975
T1067TS259_5,0.07576483,0.17197122
T1067TS277_1,0.19889629,0.30722567
T1067TS277_2,0.15205662,0.23524542
T1067TS277_4,0.18366545,0.20682879
T1067TS277_5,0.25426263,0.29230377
T1067TS278_1,0.35616106,0.28176686
T1067TS278_2,0.25503066,0.24416609
T1067TS278_3,0.31218640000000003,0.26491028
T1067TS278_4,0.293661,0.26270685
T1067TS278_5,0.28922835,0.2853855
T1067TS319_1,0.35455559999999997,0.33057559999999997
T1067TS319_2,0.25383466,0.31459284
T1067TS319_3,0.31632712,0.32042074
T1067TS319_4,0.28728014,0.33160192
T1067TS319_5,0.22639121,0.30895009999999995
T1067TS324_1,0.25800619999999996,0.32404432
T1067TS324_2,0.29178935,0.29480013
T1067TS324_3,0.27121308,0.28137666
T1067TS324_4,0.28015512,0.35589275
T1067TS324_5,0.27244464,0.34321496
T1067TS326_1,0.3006041,0.3285288
T1067TS326_2,0.26940763,0.31557447
T1067TS326_3,0.32929096,0.35819906
T1067TS326_4,0.35916814,0.40614459999999997
T1067TS326_5,0.3793667,0.41049212
T1067TS337_1,0.34602278,0.3216712
T1067TS337_2,0.25788054,0.30276433
T1067TS337_3,0.24005549,0.26833197
T1067TS337_4,0.18887196,0.24364069
T1067TS337_5,0.21145162,0.24385476
T1067TS351_1,0.35211185,0.37193152
T1067TS351_2,0.44296485,0.41272628
T1067TS351_3,0.43858096,0.4596045
T1067TS351_4,0.43277985,0.3818362
T1067TS351_5,0.5381073000000001,0.4596269
T1067TS364_1,0.2008833,0.32386994
T1067TS364_2,0.22720756,0.32807922
T1067TS364_3,0.20199366,0.33440423
T1067TS364_4,0.20233504,0.29787862
T1067TS364_5,0.23151912,0.3457013
T1067TS367_1,0.36083737,0.3620989
T1067TS367_2,0.34126028,0.36483026
T1067TS367_3,0.34609184,0.366293
T1067TS367_4,0.30488940000000003,0.35139564
T1067TS367_5,0.35372147,0.37596294
T1067TS377_1,0.3642519,0.35027729999999996
T1067TS377_2,0.3309244,0.34663773
T1067TS377_3,0.29458195,0.3594529
T1067TS377_4,0.3093626,0.32660893
T1067TS377_5,0.31242362,0.31138703
T1067TS435_1,0.34528553,0.35327956
T1067TS435_2,0.30261737,0.31797922
T1067TS435_3,0.35257703,0.31953958
T1067TS435_4,0.29563528,0.3227264
T1067TS435_5,0.17443697,0.24137628
T1067TS460_1,0.29919973,0.3543422
T1067TS460_2,0.06244897,0.21765549999999997
T1067TS460_3,0.26927912,0.3173527
T1067TS460_4,0.18682162,0.280292
T1067TS460_5,0.11317691,0.21849164
T1067TS468_1,0.1873146,0.28850263
T1067TS468_2,0.1871046,0.28790253
T1067TS487_1,0.37640619999999997,0.3570092
T1067TS487_2,0.36884964,0.36830524
T1067TS487_3,0.32205945,0.33602172
T1067TS487_4,0.37880158,0.3560172
T1067TS487_5,0.31155685,0.3606231
T1090TS013_1,0.3001377,0.49962074
T1090TS013_2,0.3032017,0.50945956
T1090TS013_3,0.3434638,0.5474045
T1090TS013_4,0.31776032,0.5446349
T1090TS013_5,0.30611724,0.5337231
T1090TS031_1,0.24882948,0.52875245
T1090TS031_2,0.22695564,0.5274729
T1090TS031_3,0.24150611,0.49798077
T1090TS031_4,0.26318842,0.579401
T1090TS031_5,0.24411857,0.5657989999999999
T1090TS042_1,0.31132109999999996,0.5785882
T1090TS042_2,0.33638024,0.5561104
T1090TS042_3,0.3341175,0.60012317
T1090TS042_4,0.2591681,0.49770153
T1090TS042_5,0.21072449,0.4361322
T1090TS050_3,0.046679877,0.24446185
T1090TS070_1,0.28416348,0.49743026
T1090TS070_2,0.26636016,0.44942692
T1090TS070_3,0.17094813,0.15586847
T1090TS070_4,0.14886338,0.16379388
T1090TS070_5,0.28152663,0.48361729999999997
T1090TS075_1,0.29261506,0.48081252
T1090TS075_2,0.29986640000000003,0.5323505000000001
T1090TS075_3,0.22065695,0.47215232
T1090TS075_4,0.29685387,0.46200365
T1090TS075_5,0.27204177,0.49096167
T1090TS097_1,0.15147819,0.43485385
T1090TS097_2,0.25134182,0.5344321
T1090TS097_3,0.041235384,0.29807076
T1090TS097_4,0.19616687,0.49380636
T1090TS097_5,0.045454282,0.33193123
T1090TS138_1,0.049558196,0.16727284
T1090TS138_2,0.048681837,0.18368186
T1090TS138_3,0.0564486,0.18860267
T1090TS138_4,0.037050135,0.17772934
T1090TS138_5,0.04173847,0.1630674
T1090TS140_1,0.31316286,0.5004906
T1090TS140_2,0.29687247,0.5075938
T1090TS140_3,0.33538270000000003,0.53104126
T1090TS140_4,0.2920115,0.5831629
T1090TS140_5,0.25318584,0.5421836999999999
T1090TS151_4,0.11547579,0.3970703
T1090TS183_1,0.44513908,0.625483
T1090TS183_2,0.44257575,0.6128241999999999
T1090TS183_3,0.38539009999999996,0.5384197
T1090TS183_4,0.36015698,0.56646466
T1090TS183_5,0.43808064,0.6445034000000001
T1090TS187_1,0.31718943,0.59149146
T1090TS187_2,0.33784726,0.58077985
T1090TS187_3,0.31461656,0.5857319000000001
T1090TS187_4,0.32123333,0.60102487
T1090TS187_5,0.29976246,0.5833518
T1090TS195_4,0.060007714000000004,0.19388060000000001
T1090TS198_1,0.27550974,0.4881829000000001
T1090TS198_2,0.21725401,0.4842874
T1090TS198_3,0.23256790000000002,0.4871399
T1090TS198_4,0.2648578,0.470788
T1090TS198_5,0.28456315,0.47878787
T1090TS209_1,0.36290547,0.6249728
T1090TS209_2,0.30895826,0.57795745
T1090TS209_3,0.2797731,0.60344076
T1090TS209_4,0.25766394,0.5650036999999999
T1090TS209_5,0.24480043,0.5419596999999999
T1090TS222_1,0.279304,0.49494198
T1090TS222_2,0.28589973,0.5039334
T1090TS222_3,0.27853993,0.55339485
T1090TS222_4,0.2914503,0.5554715
T1090TS222_5,0.18963231,0.42215934
T1090TS226_1,0.33510822,0.56043106
T1090TS226_2,0.2813699,0.51551306
T1090TS226_3,0.24923924,0.48025150000000005
T1090TS226_4,0.24669825,0.5333295
T1090TS226_5,0.19003043,0.52672106
T1090TS238_1,0.38327742,0.6118758000000001
T1090TS238_2,0.48214984,0.6200420999999999
T1090TS238_3,0.41250056,0.62501776
T1090TS238_4,0.38647968,0.59284014
T1090TS238_5,0.37535504,0.6396066999999999
T1090TS252_1,0.31405678,0.5805857
T1090TS252_2,0.25808585,0.5563066
T1090TS252_3,0.35093087,0.5854933000000001
T1090TS252_4,0.34180382,0.566897
T1090TS252_5,0.29480806,0.5569328
T1090TS259_1,0.1057693,0.29427892
T1090TS259_2,0.06857969,0.26633215
T1090TS259_3,0.06575650000000001,0.31577885
T1090TS277_1,0.39375025,0.62355846
T1090TS277_2,0.37726083,0.5980958000000001
