,#,Group,Model,GDT_TS,LDDT,CAD(AA),SG,Target
16,17,MULTICOM-DIST,T1034QA319_2,5.415,10.474,11.969000000000001,7.388,T1034
17,18,EDN,T1034QA203_2,5.632000000000001,14.814,16.631,5.291,T1034
18,19,GraphQA,T1034QA210_2,5.81,17.27,19.118,3.9339999999999997,T1034
19,20,MUFOLD,T1034QA081_2,5.864,8.163,9.804,9.211,T1034
20,21,BAKER-experimental,T1034QA403_2,5.877999999999999,8.823,10.925,8.796,T1034
21,22,ProQ2,T1034QA067_2,6.117999999999999,18.721,20.552,3.885,T1034
22,23,Wallner,T1034QA379_2,6.558,7.047000000000001,8.847000000000001,9.997,T1034
23,24,MULTICOM-DEEP,T1034QA252_2,6.5729999999999995,8.485,9.871,9.355,T1034
24,25,ropius0,T1034QA254_2,6.752000000000001,20.301,22.149,3.6919999999999997,T1034
25,26,BAKER-ROSETTASERVER,T1034QA209_2,7.274,6.38,8.456,10.763,T1034
26,27,bioinsilico_sbi_PAIR,T1034QA185_2,7.292999999999999,8.48,9.033,10.288,T1034
27,28,angleQA,T1034QA391_2,7.646,7.193,8.497,10.35,T1034
28,29,LAW,T1034QA138_2,7.654,6.831,8.042,10.94,T1034
29,30,Kiharalab,T1034QA071_2,8.215,20.910999999999998,22.711,5.632000000000001,T1034
30,31,Kiharalab_Z_Server,T1034QA364_2,8.215,20.910999999999998,22.711,5.632000000000001,T1034
31,32,DAVIS-EMAconsensusAL,T1034QA263_2,8.318,5.832999999999999,7.087000000000001,11.757,T1034
32,33,ModFOLD8_rank,T1034QA120_2,8.363999999999999,5.685,7.046,11.817,T1034
33,34,CAO-QA1,T1034QA217_2,8.797,7.501,8.377,11.751,T1034
34,35,MASS,T1034QA317_2,9.713,11.683,11.895,11.672,T1034
35,36,ModFOLD8_cor,T1034QA265_2,10.544,4.502,4.925,14.026,T1034
36,37,P3De,T1034QA257_2,10.770999999999999,3.855,4.729,14.275,T1034
37,38,MESHI_server,T1034QA211_2,11.664000000000001,4.775,4.436,15.122,T1034
38,39,ModFOLD8,T1034QA167_2,11.692,3.88,3.832,15.130999999999998,T1034
39,40,LamoureuxLab,T1034QA066_2,11.738,4.593999999999999,4.944,15.245,T1034
40,41,Bhattacharya-QDeepU,T1034QA199_2,11.776,4.388999999999999,4.145,15.215,T1034
41,42,ProQ3D,T1034QA339_2,12.582,4.082,3.264,16.128,T1034
42,43,VoroMQA-dark,T1034QA002_2,14.147,3.997,2.126,17.596,T1034
43,44,MUfoldQA_X,T1034QA248_2,15.575,5.814,3.408,19.014,T1034
44,45,VoroMQA-stout,T1034QA000_2,15.774000000000001,4.863,1.8980000000000001,19.213,T1034
45,46,MESHI_EMA,T1034QA112_2,17.315,6.4239999999999995,3.514,20.787,T1034
46,47,tFold-CaT,T1034QA183_2,17.787,6.2010000000000005,2.555,21.226,T1034
47,48,ProQ4,T1034QA309_2,17.804000000000002,6.699,2.833,21.243000000000002,T1034
48,49,Jones-UCL,T1034QA304_2,18.083,31.64,33.488,14.644,T1034
49,50,Destini,T1034QA101_2,19.644000000000002,7.824,4.909,23.083000000000002,T1034
50,51,bioinsilico_sbi,T1034QA196_2,20.601999999999997,10.131,7.086,24.041,T1034
51,52,VoroCNN-GEMME,T1034QA406_2,21.363000000000003,9.375,6.005,24.802,T1034
52,53,KUHHAN,T1034QA104_2,22.4,10.915999999999999,7.056,25.839000000000002,T1034
53,54,SASHAN,T1034QA144_2,22.4,10.915999999999999,7.056,25.839000000000002,T1034
54,55,DIZ,T1034QA325_2,22.864,11.149000000000001,7.459,26.303,T1034
55,56,CAO-SERVER,T1034QA305_2,23.419,12.167,8.552999999999999,26.858,T1034
56,57,VoroCNN-GDT,T1034QA153_2,23.539,11.530999999999999,8.134,26.978,T1034
57,58,Bhattacharya-Server,T1034QA149_2,23.842,11.79,8.552999999999999,27.346999999999998,T1034
58,59,SBROD,T1034QA085_2,24.627,12.41,9.252,28.066,T1034
59,60,Ornate,T1034QA346_2,24.785,12.720999999999998,9.381,28.224,T1034
60,61,QMEANDisCo,T1034QA280_2,25.524,12.847999999999999,10.12,28.963,T1034
61,62,VoroCNN,T1034QA313_2,26.549,14.206,11.145,29.988000000000003,T1034
62,63,graph-sh,T1034QA247_2,27.682,15.181,12.277000000000001,31.121,T1034
63,64,3DCNN_prof,T1034QA074_2,27.919,15.168,12.514000000000001,31.357,T1034
64,65,VoroMQA-light,T1034QA102_2,30.046999999999997,17.457,14.642000000000001,33.486,T1034
65,66,RaptorX-QA,T1034QA073_2,34.632,21.878,19.239,38.071,T1034
66,67,tFold,T1034QA238_2,37.804,24.94,22.399,41.243,T1034
0,1,Yang-Server,T1035QA140_2,3.2689999999999997,3.8360000000000003,10.484000000000002,11.492,T1035
1,2,Yang_TBM,T1035QA460_2,3.285,3.844,10.482000000000001,11.493,T1035
2,3,MULTICOM-AI,T1035QA275_2,8.75,4.763,9.557,14.222000000000001,T1035
3,4,DAVIS-EMAconsensus,T1035QA433_2,9.607000000000001,6.678,13.935,17.352,T1035
4,5,MESHI_consensus,T1035QA214_2,10.151,6.7139999999999995,12.09,15.578,T1035
5,6,ModFOLDclust2,T1035QA035_2,10.405999999999999,5.972,11.61,16.684,T1035
6,7,MESHI,T1035QA032_2,10.699000000000002,7.041,11.960999999999999,15.960999999999999,T1035
7,8,MULTICOM-CLUSTER,T1035QA075_2,11.324000000000002,7.356,12.939,18.261,T1035
8,9,DeepPotential,T1035QA024_2,11.574000000000002,14.655,18.485,5.452999999999999,T1035
9,10,MULTICOM-HYBRID,T1035QA187_2,11.957,8.217,14.935,19.616,T1035
10,11,Kiharalab,T1035QA071_2,11.977,11.628,19.517,21.971999999999998,T1035
11,12,Kiharalab_Z_Server,T1035QA364_2,11.977,11.628,19.517,21.971999999999998,T1035
12,13,MULTICOM-CONSTRUCT,T1035QA198_2,12.265,9.62,16.918,20.695,T1035
13,14,DAVIS-EMAconsensusAL,T1035QA263_2,13.404000000000002,10.784,18.535,21.789,T1035
14,15,BAKER-experimental,T1035QA403_2,13.530999999999999,9.698,5.211,17.153,T1035
15,16,LamoureuxLab,T1035QA066_2,14.07,10.21,9.511000000000001,16.817,T1035
16,17,Anonimous,T1035QA082_2,14.104000000000001,10.254000000000001,9.511000000000001,16.846,T1035
17,18,EMAP_CHAE,T1035QA216_2,14.477,11.071,15.904000000000002,19.333,T1035
18,19,EDN,T1035QA203_2,15.475999999999999,12.161,9.281,15.205,T1035
19,20,graph-sh,T1035QA247_2,15.565999999999999,11.015999999999998,12.169,22.572,T1035
20,21,MUfoldQA_G,T1035QA446_2,15.741,11.064,9.645,16.867,T1035
21,22,VoroCNN,T1035QA313_2,15.876,11.068,10.302,21.855999999999998,T1035
22,23,VoroCNN-GEMME,T1035QA406_2,15.876,11.068,10.302,21.855999999999998,T1035
23,24,Ornate,T1035QA346_2,15.992,11.206,9.929,21.961,T1035
24,25,UOSHAN,T1035QA409_2,16.012,12.445,19.66,23.224,T1035
25,26,VoroCNN-GDT,T1035QA153_2,16.065,11.387,12.061,22.304000000000002,T1035
26,27,VoroMQA-stout,T1035QA000_2,16.247,11.488,10.033999999999999,21.724,T1035
27,28,VoroMQA-dark,T1035QA002_2,16.664,11.76,7.105,20.851999999999997,T1035
28,29,MASS,T1035QA317_2,16.715999999999998,12.093,10.263,22.947,T1035
29,30,tFold-CaT,T1035QA183_2,16.764,11.886,6.371,20.326,T1035
30,31,CAO-QA1,T1035QA217_2,16.781,12.755999999999998,17.519000000000002,24.026,T1035
31,32,MESHI_server,T1035QA211_2,16.962,12.288,8.958,21.245,T1035
32,33,ModFOLD8_rank,T1035QA120_2,17.145,12.595999999999998,12.617,23.839000000000002,T1035
33,34,BAKER-ROSETTASERVER,T1035QA209_2,17.223,12.972000000000001,12.020999999999999,23.691999999999997,T1035
34,35,DIZ,T1035QA325_2,17.262,12.356,7.699,21.462,T1035
35,36,MUFOLD,T1035QA081_2,17.311,12.588,11.889000000000001,22.561,T1035
36,37,ProQ2,T1035QA067_2,17.573,12.874,9.908,21.586,T1035
37,38,CAO-SERVER,T1035QA305_2,17.727,13.186,5.585,18.826,T1035
38,39,Wallner,T1035QA379_2,17.775,17.104,25.147,27.608,T1035
39,40,ProQ3D,T1035QA339_2,17.846,13.255,11.644,23.68,T1035
40,41,LAW,T1035QA138_2,17.857,13.368,6.391,19.969,T1035
41,42,Bhattacharya-QDeep,T1035QA429_2,18.003,15.456,22.33,26.581999999999997,T1035
42,43,RaptorX-QA,T1035QA073_2,18.197,14.901,22.691999999999997,26.295,T1035
43,44,KUHHAN,T1035QA104_2,18.455,13.748,11.866,23.551,T1035
44,45,SASHAN,T1035QA144_2,18.455,13.748,11.866,23.551,T1035
45,46,GraphQA,T1035QA210_2,18.837,16.122,22.118000000000002,27.06,T1035
46,47,MULTICOM-DEEP,T1035QA252_2,19.195999999999998,15.349,22.342,26.958000000000002,T1035
47,48,Destini,T1035QA101_2,19.277,15.708,21.995,27.265,T1035
48,49,QMEANDisCo,T1035QA280_2,19.479,15.065999999999999,14.792,26.368000000000002,T1035
49,50,bioinsilico_sbi_PAIR,T1035QA185_2,19.563,15.169,8.045,20.676,T1035
50,51,VoroMQA-light,T1035QA102_2,19.723,16.015,22.523000000000003,27.646,T1035
51,52,ModFOLD8,T1035QA167_2,20.175,15.97,21.329,27.783,T1035
52,53,P3De,T1035QA257_2,20.254,16.171,22.654,27.904,T1035
53,54,MESHI_EMA,T1035QA112_2,20.631999999999998,16.798,23.19,28.358,T1035
54,55,MULTICOM-DIST,T1035QA319_2,21.233,17.475,24.615,29.072,T1035
55,56,3DCNN_prof,T1035QA074_2,22.842,20.367,27.099,31.53,T1035
56,57,MUfoldQA_X,T1035QA248_2,22.948,19.315,26.624000000000002,30.879,T1035
57,58,bioinsilico_sbi,T1035QA196_2,23.433000000000003,19.156,11.663,22.651999999999997,T1035
58,59,tFold,T1035QA238_2,23.441999999999997,21.601,29.618000000000002,32.342,T1035
59,60,ModFOLD8_cor,T1035QA265_2,23.646,21.16,29.276,32.122,T1035
60,61,SBROD,T1035QA085_2,23.896,23.098000000000003,31.266,33.795,T1035
61,62,Bhattacharya-Server,T1035QA149_2,24.244,23.805,31.973000000000003,34.397,T1035
62,63,Jones-UCL,T1035QA304_2,24.932,23.278000000000002,16.191,22.186999999999998,T1035
63,64,angleQA,T1035QA391_2,26.868000000000002,26.087,34.245,36.775999999999996,T1035
64,65,tFold-IDT,T1035QA351_2,29.096,29.08,20.912,24.254,T1035
65,66,ProQ4,T1035QA309_2,30.488000000000003,30.049,38.217,40.641999999999996,T1035
66,67,Bhattacharya-QDeepU,T1035QA199_2,36.861,36.393,44.56100000000001,46.985,T1035
67,68,ropius0,T1035QA254_2,37.775,38.214,30.046,29.296999999999997,T1035
0,1,MULTICOM-AI,T1036s1QA275_2,7.291,10.629000000000001,6.718999999999999,26.427,T1036s1
1,2,MULTICOM-CLUSTER,T1036s1QA075_2,9.115,13.189,9.5,29.378,T1036s1
2,3,MUfoldQA_G,T1036s1QA446_2,10.172,16.049,12.172,31.978,T1036s1
3,4,MUfoldQA_X,T1036s1QA248_2,10.248,16.664,12.954,32.423,T1036s1
4,5,MASS,T1036s1QA317_2,10.519,5.926,3.4960000000000004,17.206,T1036s1
5,6,SBROD,T1036s1QA085_2,10.577,8.856,4.827,23.785999999999998,T1036s1
6,7,MESHI_consensus,T1036s1QA214_2,10.915999999999999,16.615,12.955,32.833,T1036s1
7,8,MESHI,T1036s1QA032_2,10.96,16.590999999999998,12.937000000000001,32.815,T1036s1
8,9,ModFOLDclust2,T1036s1QA035_2,11.050999999999998,17.205,13.302,33.164,T1036s1
9,10,MULTICOM-CONSTRUCT,T1036s1QA198_2,11.097000000000001,14.332,10.994000000000002,30.872,T1036s1
10,11,EDN,T1036s1QA203_2,11.142000000000001,7.0089999999999995,4.073,22.386,T1036s1
11,12,MULTICOM-HYBRID,T1036s1QA187_2,11.169,14.127,10.752,30.614,T1036s1
12,13,QMEANDisCo,T1036s1QA280_2,11.25,9.818999999999999,6.545,26.423000000000002,T1036s1
13,14,UOSHAN,T1036s1QA409_2,11.652999999999999,17.775,13.870999999999999,33.71,T1036s1
14,15,LAW,T1036s1QA138_2,12.399000000000001,5.9110000000000005,7.85,12.627,T1036s1
15,16,DAVIS-EMAconsensus,T1036s1QA433_2,12.558,18.397000000000002,14.855,34.733000000000004,T1036s1
16,17,EMAP_CHAE,T1036s1QA216_2,13.425,19.199,15.722000000000001,35.6,T1036s1
17,18,tFold-IDT,T1036s1QA351_2,13.667,12.617,9.075,28.585,T1036s1
18,19,GraphQA,T1036s1QA210_2,14.220999999999998,15.054,12.165,32.043,T1036s1
19,20,Jones-UCL,T1036s1QA304_2,15.685,12.562000000000001,12.107999999999999,15.365,T1036s1
20,21,ModFOLD8_cor,T1036s1QA265_2,16.111,20.585,17.451,37.329,T1036s1
21,22,BAKER-experimental,T1036s1QA403_2,16.512,12.355,10.809000000000001,28.471,T1036s1
22,23,3DCNN_prof,T1036s1QA074_2,16.684,19.375999999999998,16.379,36.257,T1036s1
23,24,Yang_TBM,T1036s1QA460_2,16.785,21.484,18.315,38.193000000000005,T1036s1
24,25,MULTICOM-DIST,T1036s1QA319_2,16.862000000000002,17.6,13.985999999999999,33.515,T1036s1
25,26,Yang-Server,T1036s1QA140_2,16.914,21.608,18.442,38.32,T1036s1
26,27,ModFOLD8_rank,T1036s1QA120_2,17.162,18.509,15.337,35.215,T1036s1
27,28,BAKER-ROSETTASERVER,T1036s1QA209_2,17.524,18.75,15.997,35.806999999999995,T1036s1
28,29,ProQ3D,T1036s1QA339_2,17.812,18.623,15.312999999999999,35.155,T1036s1
29,30,Kiharalab_Z_Server,T1036s1QA364_2,18.268,15.703,18.636,7.596,T1036s1
30,31,Kiharalab,T1036s1QA071_2,18.268,15.703,18.636,7.596,T1036s1
31,32,VoroMQA-dark,T1036s1QA002_2,18.534000000000002,19.827,16.761,36.639,T1036s1
32,33,MESHI_server,T1036s1QA211_2,18.774,21.471999999999998,18.34,38.218,T1036s1
33,34,MULTICOM-DEEP,T1036s1QA252_2,20.409000000000002,21.691,18.323,38.201,T1036s1
34,35,ropius0,T1036s1QA254_2,20.513,15.384,18.205,7.135,T1036s1
35,36,Wallner,T1036s1QA379_2,20.712,25.928,22.906999999999996,42.785,T1036s1
36,37,VoroMQA-stout,T1036s1QA000_2,20.947,22.864,19.93,39.808,T1036s1
37,38,ModFOLD8,T1036s1QA167_2,21.291999999999998,25.125999999999998,22.144000000000002,42.022,T1036s1
38,39,Destini,T1036s1QA101_2,21.665,23.311999999999998,20.12,39.731,T1036s1
39,40,Bhattacharya-Server,T1036s1QA149_2,21.736,26.748,23.840999999999998,43.703,T1036s1
40,41,tFold-CaT,T1036s1QA183_2,21.87,23.428,20.55,40.428000000000004,T1036s1
41,42,DIZ,T1036s1QA325_2,22.092,23.701999999999998,20.645,40.523,T1036s1
42,43,Bhattacharya-QDeepU,T1036s1QA199_2,22.495,23.654,20.75,40.628,T1036s1
43,44,MUFOLD,T1036s1QA081_2,22.956,24.935,21.986,41.864,T1036s1
44,45,P3De,T1036s1QA257_2,23.301,25.307,22.426,42.303999999999995,T1036s1
45,46,VoroCNN-GDT,T1036s1QA153_2,23.566999999999997,25.715999999999998,22.88,42.758,T1036s1
46,47,Ornate,T1036s1QA346_2,24.219,26.151,23.27,43.148,T1036s1
47,48,KUHHAN,T1036s1QA104_2,24.645,27.901,24.959,44.836999999999996,T1036s1
48,49,SASHAN,T1036s1QA144_2,24.645,27.901,24.959,44.836999999999996,T1036s1
49,50,DAVIS-EMAconsensusAL,T1036s1QA263_2,24.893,30.162,27.19,47.068000000000005,T1036s1
50,51,VoroCNN,T1036s1QA313_2,25.085,27.254,24.433000000000003,44.31100000000001,T1036s1
51,52,VoroCNN-GEMME,T1036s1QA406_2,25.145,27.69,24.864,44.742,T1036s1
52,53,angleQA,T1036s1QA391_2,25.47,27.813000000000002,24.903000000000002,44.781000000000006,T1036s1
53,54,ProQ4,T1036s1QA309_2,25.704,27.811,24.925,44.803000000000004,T1036s1
54,55,graph-sh,T1036s1QA247_2,26.885,29.324,26.483,46.361000000000004,T1036s1
55,56,ProQ2,T1036s1QA067_2,31.523000000000003,34.02,31.125,51.003,T1036s1
56,57,tFold,T1036s1QA238_2,31.914,35.236,32.415,52.293,T1036s1
57,58,bioinsilico_sbi_PAIR,T1036s1QA185_2,32.428000000000004,37.233000000000004,34.213,54.085,T1036s1
58,59,VoroMQA-light,T1036s1QA102_2,32.94,36.626999999999995,33.806,53.684,T1036s1
59,60,Bhattacharya-QDeep,T1036s1QA429_2,33.2,36.654,33.834,53.711999999999996,T1036s1
60,61,CAO-QA1,T1036s1QA217_2,34.367,38.193000000000005,35.373000000000005,55.251000000000005,T1036s1
61,62,MESHI_EMA,T1036s1QA112_2,35.357,39.435,36.614000000000004,56.492,T1036s1
62,63,CAO-SERVER,T1036s1QA305_2,38.116,40.793,37.632,57.471000000000004,T1036s1
63,64,bioinsilico_sbi,T1036s1QA196_2,39.469,44.211000000000006,41.284,61.162,T1036s1
64,65,Anonimous,T1036s1QA082_2,41.033,45.08,42.25899999999999,62.137,T1036s1
65,66,LamoureuxLab,T1036s1QA066_2,41.036,45.095,42.273999999999994,62.152,T1036s1
66,67,RaptorX-QA,T1036s1QA073_2,41.293,45.81,42.989,62.867,T1036s1
67,68,DeepPotential,T1036s1QA024_2,53.79600000000001,58.913000000000004,56.093,75.97,T1036s1
0,1,MUfoldQA_G,T1037QA446_2,3.022,6.535,15.770999999999999,8.586,T1037
1,2,MESHI_consensus,T1037QA214_2,3.655,5.848,17.784000000000002,10.843,T1037
2,3,MESHI,T1037QA032_2,3.7489999999999997,6.067,17.88,10.939,T1037
3,4,EMAP_CHAE,T1037QA216_2,3.978,7.051,15.208,7.791,T1037
4,5,DAVIS-EMAconsensus,T1037QA433_2,5.587999999999999,10.115,22.476,15.405,T1037
5,6,MULTICOM-AI,T1037QA275_2,5.689,4.481,13.712,6.785,T1037
6,7,ModFOLDclust2,T1037QA035_2,5.689,10.221,22.558000000000003,15.487,T1037
7,8,MULTICOM-CLUSTER,T1037QA075_2,5.767,5.167999999999999,17.218,10.385,T1037
8,9,Yang-Server,T1037QA140_2,6.013,7.034,13.69,5.747999999999999,T1037
9,10,MULTICOM-CONSTRUCT,T1037QA198_2,6.337000000000001,5.132000000000001,17.049,11.12,T1037
10,11,UOSHAN,T1037QA409_2,6.9639999999999995,10.92,23.307,16.236,T1037
11,12,MULTICOM-HYBRID,T1037QA187_2,7.596,3.003,12.876,8.104,T1037
12,13,DeepPotential,T1037QA024_2,7.781000000000001,8.677,13.075999999999999,3.735,T1037
13,14,GraphQA,T1037QA210_2,7.984,6.984,15.508,10.728,T1037
14,15,RaptorX-QA,T1037QA073_2,9.325,6.1160000000000005,15.513,9.867,T1037
15,16,Wallner,T1037QA379_2,9.356,12.444,24.811999999999998,17.761,T1037
16,17,Yang_TBM,T1037QA460_2,9.607999999999999,11.375,23.233,16.792,T1037
17,18,DAVIS-EMAconsensusAL,T1037QA263_2,10.024,14.869000000000002,27.267,20.195999999999998,T1037
18,19,P3De,T1037QA257_2,10.253,7.244,17.051,14.795,T1037
19,20,MULTICOM-DEEP,T1037QA252_2,10.5,4.801,9.547,7.785,T1037
20,21,LamoureuxLab,T1037QA066_2,10.874,12.828,24.375,18.046,T1037
21,22,MESHI_server,T1037QA211_2,10.887,8.972999999999999,15.574000000000002,15.243,T1037
22,23,VoroMQA-light,T1037QA102_2,11.074000000000002,10.068,19.365,16.389,T1037
23,24,BAKER-experimental,T1037QA403_2,11.754000000000001,6.746,8.538,9.618,T1037
24,25,BAKER-ROSETTASERVER,T1037QA209_2,11.825,6.608,9.333,10.582,T1037
25,26,MUFOLD,T1037QA081_2,11.943,8.128,15.386,15.739,T1037
26,27,Bhattacharya-Server,T1037QA149_2,12.002,15.025,27.406999999999996,20.344,T1037
27,28,ProQ3D,T1037QA339_2,12.517999999999999,6.255,10.312999999999999,12.556,T1037
28,29,ProQ2,T1037QA067_2,12.912,7.431,8.052,11.698,T1037
29,30,SBROD,T1037QA085_2,13.082,8.191,8.663,9.978,T1037
30,31,SASHAN,T1037QA144_2,13.133,11.175,19.179000000000002,18.525,T1037
31,32,KUHHAN,T1037QA104_2,13.133,11.175,19.179000000000002,18.525,T1037
32,33,ModFOLD8_rank,T1037QA120_2,13.309000000000001,8.061,13.263,15.659,T1037
33,34,angleQA,T1037QA391_2,13.437000000000001,13.62,24.432,19.651,T1037
34,35,QMEANDisCo,T1037QA280_2,13.527999999999999,7.796,12.372,14.843,T1037
35,36,Kiharalab,T1037QA071_2,13.708,10.138,17.073,18.107,T1037
36,37,Kiharalab_Z_Server,T1037QA364_2,13.708,10.138,17.073,18.107,T1037
37,38,tFold-CaT,T1037QA183_2,14.354000000000001,7.803999999999999,6.97,12.742,T1037
38,39,CAO-QA1,T1037QA217_2,14.417,11.228,16.499000000000002,15.66,T1037
39,40,MESHI_EMA,T1037QA112_2,14.573,14.827,24.323,21.12,T1037
40,41,ModFOLD8,T1037QA167_2,14.595999999999998,14.337,26.268,21.008000000000003,T1037
41,42,bioinsilico_sbi_PAIR,T1037QA185_2,14.684000000000001,12.635,11.841,11.985999999999999,T1037
42,43,VoroMQA-stout,T1037QA000_2,14.692,8.568,5.439,11.214,T1037
43,44,tFold,T1037QA238_2,14.839,13.534,24.754,21.221,T1037
44,45,graph-sh,T1037QA247_2,14.924000000000001,8.522,6.46,13.058,T1037
45,46,VoroCNN-GDT,T1037QA153_2,15.062999999999999,8.838,5.351,11.924000000000001,T1037
46,47,MULTICOM-DIST,T1037QA319_2,15.13,9.798,5.707000000000001,7.965,T1037
47,48,VoroCNN,T1037QA313_2,15.532,9.177999999999999,5.024,12.376,T1037
48,49,VoroCNN-GEMME,T1037QA406_2,15.532,9.177999999999999,5.024,12.376,T1037
49,50,Ornate,T1037QA346_2,16.082,9.759,4.69,12.677,T1037
50,51,bioinsilico_sbi,T1037QA196_2,16.146,12.255,9.481,10.75,T1037
51,52,Destini,T1037QA101_2,17.253,11.561,7.192,11.732000000000001,T1037
52,53,ModFOLD8_cor,T1037QA265_2,17.500999999999998,19.331,31.679000000000002,24.855,T1037
53,54,VoroMQA-dark,T1037QA002_2,17.678,11.922,2.9360000000000004,11.529000000000002,T1037
54,55,DIZ,T1037QA325_2,18.066,12.095999999999998,4.607,13.436,T1037
55,56,EDN,T1037QA203_2,18.784000000000002,14.107000000000001,8.707,10.533,T1037
56,57,Bhattacharya-QDeep,T1037QA429_2,19.239,22.369,34.764,27.845,T1037
57,58,MASS,T1037QA317_2,19.348,13.456,6.476,15.034,T1037
58,59,CAO-SERVER,T1037QA305_2,19.351,13.452,6.507999999999999,13.295,T1037
59,60,ProQ4,T1037QA309_2,19.944000000000003,20.717,32.833,26.975,T1037
60,61,3DCNN_prof,T1037QA074_2,22.174,27.076999999999998,39.474000000000004,32.403,T1037
61,62,MUfoldQA_X,T1037QA248_2,23.098000000000003,27.281999999999996,39.68,32.641999999999996,T1037
62,63,Bhattacharya-QDeepU,T1037QA199_2,23.331,27.759,39.971,32.913000000000004,T1037
63,64,LAW,T1037QA138_2,24.901,19.855999999999998,7.776,15.555,T1037
64,65,tFold-IDT,T1037QA351_2,28.441,23.47,11.213,18.278,T1037
65,66,ropius0,T1037QA254_2,47.863,42.917,30.519000000000002,37.59,T1037
66,67,Jones-UCL,T1037QA304_2,55.615,50.668,38.296,45.342,T1037
0,1,DAVIS-EMAconsensusAL,T1038QA263_2,1.831,11.058,22.38,6.651,T1038
1,2,Wallner,T1038QA379_2,2.263,9.949,21.241999999999997,6.2589999999999995,T1038
2,3,ModFOLD8_cor,T1038QA265_2,3.109,8.652000000000001,19.72,6.773,T1038
3,4,Bhattacharya-Server,T1038QA149_2,3.68,14.31,25.664,9.575,T1038
4,5,MUfoldQA_X,T1038QA248_2,3.7680000000000002,12.32,23.579,9.161,T1038
5,6,DAVIS-EMAconsensus,T1038QA433_2,3.8369999999999997,7.307,18.5,3.583,T1038
6,7,EMAP_CHAE,T1038QA216_2,4.332,7.166,17.977999999999998,3.335,T1038
7,8,3DCNN_prof,T1038QA074_2,4.77,11.059000000000001,22.250999999999998,6.811,T1038
8,9,ModFOLD8,T1038QA167_2,5.004,6.322,17.247,4.982,T1038
9,10,RaptorX-QA,T1038QA073_2,5.7589999999999995,7.388,16.939,7.057,T1038
10,11,ModFOLDclust2,T1038QA035_2,6.295,5.109,15.901,2.6889999999999996,T1038
11,12,tFold,T1038QA238_2,7.007999999999999,4.99,15.133,5.025,T1038
12,13,UOSHAN,T1038QA409_2,7.699,5.277,14.425,3.82,T1038
13,14,MESHI,T1038QA032_2,8.517000000000001,3.9130000000000003,13.615,3.577,T1038
14,15,MESHI_consensus,T1038QA214_2,8.686,3.589,13.440999999999999,3.574,T1038
15,16,Yang_TBM,T1038QA460_2,8.705,3.6069999999999998,13.419,4.675,T1038
16,17,VoroMQA-light,T1038QA102_2,8.855,4.079,13.333,4.823,T1038
17,18,MUfoldQA_G,T1038QA446_2,8.885,4.042,13.248,4.375,T1038
18,19,LamoureuxLab,T1038QA066_2,9.035,7.359,14.29,8.21,T1038
19,20,Bhattacharya-QDeepU,T1038QA199_2,9.045,19.387,30.781,14.722000000000001,T1038
20,21,Bhattacharya-QDeep,T1038QA429_2,10.454,5.856,12.6,5.539,T1038
21,22,CAO-QA1,T1038QA217_2,13.242,8.057,10.937000000000001,9.165,T1038
22,23,MULTICOM-CONSTRUCT,T1038QA198_2,13.789000000000001,3.548,8.335,7.7989999999999995,T1038
23,24,MULTICOM-CLUSTER,T1038QA075_2,14.011,4.0760000000000005,8.113,8.023,T1038
24,25,QMEANDisCo,T1038QA280_2,15.296,6.2139999999999995,7.9479999999999995,9.84,T1038
25,26,SASHAN,T1038QA144_2,15.774000000000001,5.636,6.803,9.88,T1038
26,27,KUHHAN,T1038QA104_2,15.774000000000001,5.636,6.803,9.88,T1038
27,28,BAKER-experimental,T1038QA403_2,16.234,6.343999999999999,7.15,10.36,T1038
28,29,MESHI_EMA,T1038QA112_2,16.785,6.945,6.803,10.988,T1038
29,30,ProQ4,T1038QA309_2,16.834,6.119,5.394,10.845,T1038
30,31,Kiharalab_Z_Server,T1038QA364_2,17.637,6.9239999999999995,4.948,11.648,T1038
31,32,Kiharalab,T1038QA071_2,17.637,6.9239999999999995,4.948,11.648,T1038
32,33,graph-sh,T1038QA247_2,17.929000000000002,7.292999999999999,4.407,11.94,T1038
33,34,SBROD,T1038QA085_2,17.930999999999997,8.413,6.117999999999999,11.982999999999999,T1038
34,35,ModFOLD8_rank,T1038QA120_2,18.086,7.371,4.0569999999999995,12.097000000000001,T1038
35,36,VoroCNN-GDT,T1038QA153_2,18.107,7.496,4.388,12.120999999999999,T1038
36,37,P3De,T1038QA257_2,18.230999999999998,7.8660000000000005,5.03,12.285,T1038
37,38,BAKER-ROSETTASERVER,T1038QA209_2,19.377,8.845,5.675,13.407,T1038
38,39,DeepPotential,T1038QA024_2,19.47,11.649000000000001,8.478,13.549000000000001,T1038
39,40,GraphQA,T1038QA210_2,19.63,11.74,9.586,13.802999999999999,T1038
40,41,MULTICOM-HYBRID,T1038QA187_2,19.8,8.991,2.86,13.790999999999999,T1038
41,42,MULTICOM-AI,T1038QA275_2,19.956,9.247,3.116,13.967,T1038
42,43,VoroMQA-stout,T1038QA000_2,20.185,9.455,3.485,14.196,T1038
43,44,VoroCNN,T1038QA313_2,20.65,9.92,3.013,14.661,T1038
44,45,VoroCNN-GEMME,T1038QA406_2,21.608,10.882,2.785,15.619000000000002,T1038
